id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
865797991242233149,"尖沙嘴彌敦道地鐵站上位置好交通方便熱門地段

請在這裡預訂房間，只接受網上申請預訂。謝謝你",260984194,花,,Yau Tsim Mong,22.296485895790287,114.17090018326165,Private room,428,1,7,2025-05-02,0.23,6,266,3,
865829419187984042,Female Guest bedroom on Hollywood Rd,41013219,Meroko,,Central & Western,22.2852286,114.1483711,Private room,423,7,3,2024-08-19,0.11,1,37,0,
866445088396306875,Perfect Modern Studio Central,26538841,Kavita H,,Central & Western,22.28151988073953,114.14860188182432,Entire home/apt,980,2,9,2025-08-06,0.31,1,19,5,
866596688899042425,A6@有窗大床房獨立衛生間Double Bed120*185cm,500249738,Starfish,,Yau Tsim Mong,22.2985929,114.1723759,Private room,340,1,10,2024-06-27,0.34,9,85,0,
866717913053658830,香港旺角地鐵站上蓋80年代(British Style Homestay)2-8人（香港風小紅書),247070196,Las Vegas,,Yau Tsim Mong,22.3193741,114.170758,Entire home/apt,1424,1,81,2025-09-07,4.04,4,274,48,
866719192063562476,旺角地鐵站出口（巴黎)Vip Paris Home Stay民宿(Mongkok MTR)2-8人,247070196,Las Vegas,,Yau Tsim Mong,22.3210504,114.1711433,Entire home/apt,1568,1,54,2025-07-31,1.81,4,175,34,
867415113477691616,Luxury modern apartment 2 rooms for 6ppl,3800609,Zoe,,Yau Tsim Mong,22.3152326,114.1704794,Entire home/apt,922,1,130,2025-09-23,4.39,10,265,53,
868394244987523073,外星喵旅舍-2023年全新無人酒店,435811060,Lo,,Yau Tsim Mong,22.317795982505114,114.1700141883606,Private room,1000,1,1,2023-05-03,0.03,3,365,0,
868477717623572749,"(CH) Cozy 2 bedroom, 1min to Wanchai MTR, NEW",240790745,Samson,,Wan Chai,22.276529565835226,114.17269796133041,Entire home/apt,786,28,84,2025-09-07,2.84,15,193,37,
868539680055776291,"Ajit Guest House 
Studio room",509828078,Amrinder,,Yau Tsim Mong,22.297323026995084,114.17241096496582,Entire home/apt,598,1,104,2025-09-20,3.53,8,115,72,
868550406040443425,S: Single room with Kitchen,353326613,Savi,,Wan Chai,22.2790433,114.1833676,Private room,,28,0,,,79,0,0,
868559240183915405,S: 維園旁安靜小單間，交通便利,353326613,Savi,,Wan Chai,22.282017104783474,114.18559490737917,Private room,,28,0,,,79,0,0,
868565405901187774,S: Quiet Room in CWB next to MTR,353326613,Savi,,Wan Chai,22.28148,114.18526,Private room,,28,0,,,79,0,0,
868571059736162590,S: 時代廣場旁傢私齊全公寓,353326613,Savi,,Wan Chai,22.2790433,114.1833676,Private room,,28,1,2023-06-23,0.04,79,0,0,
869996198820081385,佐敦地鐵站B 1出口2分鐘雙人大床房,50172398,Gloria,,Yau Tsim Mong,22.307482453582104,114.17267390674182,Private room,335,1,9,2024-11-23,0.34,27,90,1,
870078051526378382,Magnificent and Spacious Studio Near HK CBD,138649185,Sidharth,,Central & Western,22.28944229039951,114.14398480415686,Entire home/apt,1900,6,0,,,135,364,0,
870560083809103345,"Perfect Place to Stay, 1-4 guests.",101777143,Paul,,Yau Tsim Mong,22.2984394,114.168947,Entire home/apt,1341,1,91,2025-09-09,3.11,1,20,33,
870628792813127543,Trendy Retreat: 1-BR in Central,24667085,Waqas,,Central & Western,22.28457171411655,114.15288582444191,Entire home/apt,808,7,3,2024-02-15,0.11,1,121,0,
870812598075277813,Double private room with ocean view,55614104,Shuk-Wah,,Central & Western,22.2835844,114.1267959,Private room,290,3,72,2025-09-15,2.44,1,3,41,
872085426822336685,Furnished Room,510578875,Maham,,Tai Po,22.47388,114.21153,Private room,350,1,4,2023-08-10,0.14,1,265,0,
872147283349690762,Private SYP Room - 3BR Flat w Roof - Close to MTR,23134064,Dustin,,Central & Western,22.2852204,114.1429484,Private room,266,28,0,,,9,264,0,
872469164648102111,上下舖床 (一床位),394476805,Alan,,Yau Tsim Mong,22.3109155,114.1710157,Private room,20000,1,5,2023-11-26,0.19,1,364,0,
873086411924432482,Apartment in City Center,275060584,Oscar,,Sham Shui Po,22.332999342524378,114.14725574254808,Entire home/apt,900,1,0,,,1,293,0,
873538414966340368,2床 | 獨立廚房廁 | 有電梯 | 5分鐘地鐵站 | 洗衣機 | 15分鐘到中環 | 免費WiFi,440134849,Diane,,Eastern,22.2846755,114.2117901,Entire home/apt,800,28,5,2025-02-09,0.17,43,364,1,
873766782751422334,積寓民宿 尖東站P3出口 其中兩個房間 黃金地段 市中心,119690131,Cannis,,Yau Tsim Mong,22.2971,114.176,Private room,970,1,8,2025-08-12,0.40,48,356,2,
874152988477111789,尖沙嘴獨立浴室套房，樓下是地鐵站巴士和機場巴士，商場餐廳景點就在附近，希望你選擇。只接受這裡網站預訂,260984194,花,,Yau Tsim Mong,22.298756927017372,114.17096277600736,Private room,,1,5,2025-05-04,0.17,6,365,2,
874404711909443163,罕见 时尚1.5米大床 市中心地铁口 4房2卫 住10人,23022250,Lisa,,Yau Tsim Mong,22.3140647,114.1706332,Entire home/apt,1601,3,66,2025-09-14,2.25,3,262,29,
875272970626564765,"Cozy Mini Single Bunk @CWB, Lockhart Road 384",1654196,Hoi Ying,,Wan Chai,22.2793413,114.179954,Private room,,1,2,2023-05-31,0.07,73,345,0,
875714205378993379,Lamma Island Palace,41328033,Amit,,Islands,22.22852343601338,114.1109194351812,Entire home/apt,4755,1,3,2024-02-12,0.10,1,364,0,
876360002397630579,(WF8) 尖沙咀，香港科學館旁，距離地鐵7分鐘，2房大廳 (2025 返新）,216207826,Sam,,Yau Tsim Mong,22.30176,114.1759512,Entire home/apt,836,28,58,2025-09-02,1.98,4,183,21,
876396192373470768,750 sq ft Studio Flat with Rooftop - Quite Unique!,56087684,John,,Central & Western,22.2848398,114.1490227,Entire home/apt,2550,1,0,,,1,363,0,
876516955070245547,Bright flat in Discovery Bay,511488000,Crystal,,Islands,22.295576699447487,114.01215301216429,Entire home/apt,1350,7,1,2024-05-21,0.06,1,185,0,
876564751860461737,S: 百德大廈寬敞大房和大浴室，服務式~,353326613,Savi,,Wan Chai,22.27987,114.18605,Private room,,28,1,2024-04-08,0.06,79,0,0,
876564801632420859,S:  寬敞的服務式銅鑼灣大房,353326613,Savi,,Wan Chai,22.28104050177281,114.18605051576796,Private room,,28,0,,,79,0,0,
876571934934769060,Our home only during our holiday (have two cats),3820308,David,,Sai Kung,22.336997123335276,114.2461072123456,Entire home/apt,3184,1,1,2024-08-09,0.07,26,364,0,
876600332542982724,Super clean seaview shareflat near Kaitak tokwawan,50710187,Klynn,,Kowloon City,22.31831,114.19341,Private room,280,3,0,,,1,345,0,
877610290735191968,Deluxe Triple Room,506745972,Fiona,,Yau Tsim Mong,22.297713909724507,114.1713317146942,Private room,949,1,4,2025-02-03,0.15,5,119,2,
877918247565741461,"Full-Harbour views@Studio,  Sheung-Wan",138649185,Sidharth,,Central & Western,22.28707,114.14879,Entire home/apt,2269,6,0,,,135,364,0,
877979998674150294,Distinguished 1 Bedroom Apartment in Hong Kong,138649185,Sidharth,,Eastern,22.29127,114.20965,Entire home/apt,2600,6,0,,,135,363,0,
878001198353002543,Hidden Gem Near Soho & CBD,511829937,Johnny,,Central & Western,22.280756,114.1518577,Entire home/apt,1888,28,4,2025-03-17,0.16,1,335,1,
878596351902050587,Room in Hunghom. walk to Poly U,475889596,Jov,,Kowloon City,22.3022371,114.1867006,Private room,240,29,0,,,335,364,0,
878776227600739272,Appartement avec grande terrasse,45027404,François,,Central & Western,22.28482224180797,114.148829929851,Entire home/apt,,2,4,2024-01-07,0.15,1,0,0,
878879608885667541,"富恒旅館(漢口道)
3分鐘達尖沙咀港鐵
鄰近大型購物中心",269051930,Mm,,Yau Tsim Mong,22.2968045,114.1709438,Entire home/apt,378,1,25,2025-08-31,0.91,11,69,16,
879192311804056908,尖沙嘴精品艾美民宿,260984194,花,,Yau Tsim Mong,22.29826494270919,114.17299756042547,Private room,,2,2,2024-02-12,0.08,6,270,0,
879382570769886277,Stunning harbour view apartment,18866620,Hans,,Central & Western,22.28661,114.13223,Entire home/apt,2747,2,8,2024-04-15,0.30,1,278,0,
879902660978557926,在尖沙嘴彌敦道地鐵站上位置好交通方便熱門地段的獨立浴室套房樓下是地鐵站巴士和機場巴士商場餐廳景點，,260984194,花,,Yau Tsim Mong,22.29886,114.17225,Private room,,1,1,2023-10-04,0.04,6,270,0,
879903229372249254,No room,194316690,Ellen,,Yau Tsim Mong,22.32036,114.17142,Private room,7111,1,0,,,1,364,0,
880050657903656755,【窩窩家】佐敦雙人大床房 地鐵站附近,126178425,Yat,,Yau Tsim Mong,22.31021096413933,114.1754477322423,Entire home/apt,314,28,8,2023-08-18,0.28,2,336,0,
880286248297903810,溫馨便利一室一居度假小屋,55280680,Qiandi,,Yau Tsim Mong,22.32318287740083,114.1603320457791,Entire home/apt,,365,5,2023-10-04,0.17,1,364,0,
880295075796364013,新推五旺角一最後一个獨立房源有网,122938175,Kev,,Yau Tsim Mong,22.32054,114.16689,Entire home/apt,685,3,0,,,1,90,0,
880513236140868273,Modern & Furnished 2BR Apt in HK,512366590,Eddie,,Eastern,22.2912958,114.1993903,Entire home/apt,1414,3,96,2025-09-07,3.38,1,148,43,
880864037876007714,旺角家庭房/朗豪坊/信和中心/兰桂坊/庙街/钵兰街/旺角地铁站E1,24687240,Yang,,Yau Tsim Mong,22.312721256369873,114.1761061356002,Private room,486,1,6,2024-02-10,0.21,29,364,0,
880950544691785976,3 BR Muji Home @YMT exit C,234872048,Karman,,Yau Tsim Mong,22.311009747630138,114.16879256640686,Entire home/apt,775,28,20,2025-09-06,0.69,2,187,7,
881099697213259162,佐敦小型双人房（无窗）/靠近尖沙咀,24687240,Yang,,Yau Tsim Mong,22.30595,114.17263,Private room,,1,0,,,29,360,0,
881209009515408976,PENG CHAU Hidden Paradise Room#1,143674380,Jhenn,,Islands,22.286392,114.038912,Private room,290,2,6,2025-08-20,0.23,3,357,5,
881240250927113440,PENG CHAU Hidden Paradise Room#2,143674380,Jhenn,,Islands,22.286392,114.038912,Private room,290,2,7,2025-08-22,0.24,3,263,4,
881261650149223134,PENG CHAU Paradise 1-7 guests,143674380,Jhenn,,Islands,22.286392,114.038912,Private room,480,2,3,2025-04-20,0.12,3,357,1,
881659596912717002,"Retro, comfortable, amazing location",149091172,James,,Wan Chai,22.27594784027086,114.16827332228422,Entire home/apt,,5,7,2024-06-15,0.24,1,0,0,
882154067613646390,尖沙咀小型双床房/维多利亚港/星光大道/天星码头/海港城/中港城码头,24687240,Yang,,Yau Tsim Mong,22.29527090832034,114.17235026638504,Private room,,1,8,2024-11-20,0.28,29,350,2,
882175549384663056,Cozy apartment with rooftop,176886042,Malo,,Central & Western,22.2840076,114.1480166,Entire home/apt,680,3,5,2025-08-27,0.24,1,196,4,
882197309615723420,旺角商圈信和中心单人房/旺角地铁站/朗豪坊/兰桂坊/信和中心/钵兰街,24687240,Yang,,Yau Tsim Mong,22.31279,114.17564,Private room,365,1,2,2024-01-25,0.08,29,362,0,
882441306215796898,尖沙咀舒適兩房一廳,277834703,敏儿,,Yau Tsim Mong,22.30312,114.17213,Entire home/apt,,3,10,2025-05-18,0.98,2,0,10,
882442834395124946,尖沙咀溫馨乾淨兩房一廳,277834703,敏儿,,Yau Tsim Mong,22.2998,114.17608,Entire home/apt,912,2,34,2025-07-06,1.18,2,7,15,
882494831914636737,尖沙咀/维多利亚港/星光大道/天星小轮/海港城/小型双人床,24687240,Yang,,Yau Tsim Mong,22.2955300262045,114.17451049280908,Private room,388,1,0,,,29,357,0,
882950460799860941,Room B- Cozy Coliving Wan Chai,493088457,Comfy Nomad,,Wan Chai,22.27871,114.1762,Private room,,30,0,,,96,257,0,
883041090334596356,Ultra modern apartment in Lantau,30177307,Ka Lok Irene,,Islands,22.263493,114.0017604,Entire home/apt,553,1,10,2025-07-13,0.37,1,91,6,
883609054609132854,尖沙咀单人房/维多利亚港/星光大道/天星码头/中港城码头/海港城,24687240,Yang,,Yau Tsim Mong,22.303111834772974,114.17297583049287,Private room,317,1,7,2025-05-05,0.31,29,293,4,
883616872369672284,尖沙咀1.65米宽大床房/维多利亚港/星光大道/海港城/天星小轮/K11/中港城码头,24687240,Yang,,Yau Tsim Mong,22.29760580091925,114.17650661254892,Private room,426,1,19,2025-09-13,1.01,29,325,18,
883668543957360128,S: Sunshine Room in New Town,353326613,Savi,,Wan Chai,22.28317,114.18491,Private room,,28,1,2023-06-06,0.04,79,0,0,
883699525905276421,"Cozy & Bright Window Double@CWB, Lockhart Road 157",1654196,Hoi Ying,,Wan Chai,22.277918815531056,114.17438222133475,Private room,679,1,5,2025-05-05,0.21,73,354,3,
883725620859100549,S: Serviced Double Room in CSW,353326613,Savi,,Eastern,22.28904,114.20975,Private room,,28,0,,,79,0,0,
883748605300299643,S: 地鐵旁的服務式簡房,353326613,Savi,,Wan Chai,22.28043938267586,114.18414190657433,Private room,,28,0,,,79,0,0,
883749389857089639,Shared AC Large Simple Single@Lockhart Road 137,1654196,Hoi Ying,,Wan Chai,22.278652035468344,114.17392113354771,Private room,345,1,1,2023-10-04,0.04,73,296,0,
883756160449789887,S:  銅鑼灣百德新街的高層單間,353326613,Savi,,Wan Chai,22.280261086095138,114.18631404023967,Private room,,28,0,,,79,0,0,
883760360540981525,Bright & Cozy Window Double@CWB Lockhart Road 386,1654196,Hoi Ying,,Wan Chai,22.278890157661582,114.17899986447085,Private room,459,1,4,2025-08-30,0.19,73,358,3,
883769902795019305,S: 百德新街服務式單人間,353326613,Savi,,Wan Chai,22.2817188984455,114.18593280072841,Private room,,28,0,,,79,0,0,
883774190640605778,"Cozy Mini Single Bunk @CWB, Lockhart Road 386",1654196,Hoi Ying,,Wan Chai,22.27959,114.18111,Private room,293,1,11,2025-06-24,0.42,73,362,3,
883789970167055835,S: 珠城大廈高層帶海景陽光單間,353326613,Savi,,Wan Chai,22.27997,114.18526,Private room,,28,0,,,79,0,0,
883792026066521017,Comfort and Bright Bunk Bed @Lockhart Road 137,1654196,Hoi Ying,,Wan Chai,22.27942,114.17367,Private room,329,1,3,2023-12-19,0.12,73,349,0,
883798130925265289,Comfort and Bright Double Bed @Lockhart Road 137,1654196,Hoi Ying,,Wan Chai,22.2782963,114.1730602,Private room,482,1,0,,,73,284,0,
884396932432724570,Aura Casa on Peel Street.,43726068,Aurelie,,Central & Western,22.28387,114.1543,Entire home/apt,710,2,34,2025-09-21,1.18,1,7,20,
884443464900230254,Bright spacious apartment in SYP,513226972,Siobhan,,Central & Western,22.28701881677574,114.14143793159421,Entire home/apt,1100,5,2,2024-01-02,0.08,1,271,0,
884996578207578267,Prime Mong Kok 3 rooms for 8 ppl,3800609,Zoe,,Yau Tsim Mong,22.3177564032385,114.1707460329588,Entire home/apt,1233,1,98,2025-09-16,3.60,10,284,36,
885698564189414867,Mid Century Modern Gem,4874593,Frederik,,Central & Western,22.28889,114.14047,Entire home/apt,885,7,2,2025-06-07,0.26,1,222,2,
887217806116196015,DISCOUNT:Best location in Central. Flat w. balcony,6728909,Sertac,,Central & Western,22.2839971,114.1532202,Entire home/apt,1067,2,10,2025-08-17,0.39,1,17,5,
887229835401214872,One-Bedroom Serviced Apartments in Taikoo,47237224,Kornhill,,Eastern,22.283859,114.216088,Private room,1122,28,0,,,2,90,0,
888007114669185125,"尖沙嘴彌敦道地鐵站上全新裝修獨立浴室套房月租長租
TST HOUSE",260984194,花,,Yau Tsim Mong,22.296486648528397,114.17246347953045,Private room,397,1,2,2025-01-31,0.12,6,365,1,
888156964508973883,SOHO半山新公寓一房一厅双阳台（两年内新交房、带健身房和游泳池）,512726080,Vincy,,Central & Western,22.27853943447712,114.15259365070283,Entire home/apt,1133,1,57,2025-08-08,1.98,1,221,22,
889332122639701356,煮飯和衛生間的空間| 5分鐘直達長沙灣港鐵站 |電梯|雙人床|免費無線網路| 15分鐘直達中環,440134849,Diane,,Sham Shui Po,22.338278,114.156817,Entire home/apt,315,28,3,2023-10-04,0.11,43,364,0,
889521473851905429,Renovated flat in Tsim Sha Tsui,514366529,Les,,Yau Tsim Mong,22.3008852,114.1735447,Entire home/apt,2572,1,13,2025-02-01,0.48,1,252,4,
890267543284489399,"Clean Cozy, 10 min from Central MTR, at Mid-Levels",38198977,Ivy,,Central & Western,22.28084011380471,114.15352356943349,Private room,413,2,185,2025-09-23,6.51,1,270,79,
890349546183149497,Bright Large Double Room @ Lockhart Road 137,1654196,Hoi Ying,,Wan Chai,22.27753,114.17243,Private room,533,1,7,2025-02-01,0.32,73,351,3,
890368528594142931,早苗,493009409,Tsz Wing,,Wan Chai,22.2795225,114.1805981,Entire home/apt,,1,10,2025-08-26,0.38,1,0,5,
890439622593946700,Comfort Window Single Bedroom @ Lockhart Road 137,1654196,Hoi Ying,,Wan Chai,22.27718,114.17406,Private room,477,1,3,2023-12-28,0.11,73,272,0,
890446706722557028,Shared A/C Comfort Double bed @ Lockhart Road 137,1654196,Hoi Ying,,Wan Chai,22.277809901280584,114.17384389297862,Private room,374,1,2,2025-09-09,0.09,73,356,1,
890526537608968074,Room C- Cozy Room in Kennedy Town: 4/F,493088457,Comfy Nomad,,Central & Western,22.283551,114.1290581,Private room,545,20,1,2023-08-12,0.04,96,287,0,
891162836454717539,Flat/condo - heart of central,441682315,Loic,,Central & Western,22.28278,114.15035,Entire home/apt,,2,14,2025-08-12,0.53,1,0,8,
891964371848476926,New 2BR in the Heart of TST,514860642,Amand,,Yau Tsim Mong,22.2969,114.16973,Entire home/apt,1733,1,45,2025-06-15,1.60,3,266,14,
892251446254323241,鄰近果欄，廟街，地鐵站，小學對面，安全舒適1.8大床房,111277006,Ping Li,,Yau Tsim Mong,22.311149805211663,114.16913464665413,Private room,360,1,0,,,1,84,0,
892393180328402205,The Garden House in Hong Kong,12942529,Lisa,,Islands,22.30364435516258,114.01151475758661,Entire home/apt,3200,7,2,2023-08-06,0.07,1,90,0,
892440684505853605,prefect location and Clean,416231141,Siu Yee,,Wan Chai,22.281358296335366,114.18609126513157,Private room,450,5,1,2024-02-16,0.05,1,365,0,
893327464407178195,长洲。适合度假，可长短租,47887152,Oceana,,Islands,22.21175781218413,114.02839049449935,Private room,489,1,3,2025-05-06,0.22,8,364,2,
893724180948307298,Apartment near HK Airport,217841121,Joy,,Islands,22.296644,113.9509747,Private room,1140,1,0,,,1,16,0,
893847511818086501,Central Apartment Hong Kong near PMQ,515303908,Mick,,Central & Western,22.28306873954268,114.15280779051648,Entire home/apt,865,3,18,2025-05-06,0.65,1,33,3,
894412596594988334,四人房｜步行1分钟到尖沙咀地铁口,475619185,Emily,,Yau Tsim Mong,22.298918274618487,114.17441969527636,Private room,,1,3,2025-02-11,0.21,27,131,2,
894744896782894803,Spacious Sheung Wan 1B (+ Baby) Apartment,6701664,Frank,,Central & Western,22.2841794,114.1513263,Entire home/apt,,7,12,2024-08-25,0.44,1,59,0,
894869689532914662,旺角信和中心对面  Family room 家庭房,24687240,Yang,,Yau Tsim Mong,22.31626,114.17296,Private room,473,1,5,2024-09-01,0.18,29,362,0,
895308000760341565,#1 Cozy Staycation at Cheung Chau,515614576,Mei Yee Selina,,Islands,22.21433,114.02784,Entire home/apt,1754,2,5,2024-06-10,0.25,2,326,0,
895333593143777637,Family Room w/ private bathroom,24275081,Ah Shan Hostel,,Yau Tsim Mong,22.320744272481104,114.16999916544306,Private room,,1,15,2025-01-29,0.58,4,286,3,
896554818121722425,Luxurious and charming 4BR flat on HK Island,3485825,Julia,,Central & Western,22.28229,114.14547,Entire home/apt,8947,3,3,2025-04-22,0.14,1,209,2,
896715096863584582,Executive 1 Bedroom Apartment in Sheung Wan,138649185,Sidharth,,Central & Western,22.284006203684662,114.15231244740603,Entire home/apt,1800,6,0,,,135,364,0,
896853586642855460,Causeway Bay Commune - Studio unit in Hong Kong,209127973,Commune Share,,Wan Chai,22.27974,114.18555,Private room,609,7,1,2025-08-15,0.73,29,162,1,
897522931339994364,Hollywood hk,221694000,Dina,,Central & Western,22.28497,114.15052,Entire home/apt,765,2,65,2025-08-20,2.34,2,46,25,
897604180705942226,S:時代廣場旁，開陽傢私齊全單間,353326613,Savi,,Wan Chai,22.27955784103455,114.18413981510894,Private room,,28,0,,,79,0,0,
897767648696025867,旺角地铁口中心点中层上下床三人房有窗,73308500,Fanny,,Yau Tsim Mong,22.3198502,114.1706419,Private room,476,1,0,,,2,364,0,
898504336388822730,Newly renovated 2BR flat in TST for 11 pax,4812035,Urban Pack,,Yau Tsim Mong,22.29893,114.17228,Entire home/apt,2515,2,1,2024-12-29,0.11,2,88,1,
898954219207395626,Pocket Friendly & Private Apartment in Fuk Lo Tsun,138649185,Sidharth,,Kowloon City,22.32936176284629,114.18796701670655,Entire home/apt,335,30,0,,,135,363,0,
899004643544931990,Exquisite Studio Apartment in Gilman's Bazaar,138649185,Sidharth,,Central & Western,22.28503,114.15532,Entire home/apt,667,30,0,,,135,364,0,
899050833889382922,Utopian Studio Apartment in Sheung Wan,138649185,Sidharth,,Central & Western,22.28439,114.15154,Entire home/apt,670,30,0,,,135,364,0,
899146206065253536,ArtRoom #7-Capsule Bed for Lady,276141713,Kwong Ling,,Yau Tsim Mong,22.307032134079186,114.16696366326207,Shared room,207,1,103,2025-08-24,3.64,24,281,51,
899231463503291090,Hotel-like studio near Time’s Square,2836349,Bea,,Wan Chai,22.27585973225863,114.18277401477098,Entire home/apt,,2,4,2023-12-12,0.17,1,0,0,
899719966314063765,Exemplary Studio Apartment In Central Sheung Wan,138649185,Sidharth,,Central & Western,22.28569555345498,114.15303377005941,Entire home/apt,700,30,0,,,135,364,0,
899793349595102573,Opulent Studio Apartment In Vibrant Sheung Wan,138649185,Sidharth,,Central & Western,22.286542781546263,114.14477636856839,Entire home/apt,609,30,0,,,135,334,0,
900304336569210069,Spacious Modern Design Apartment with Peak View,520430873,Eliana,,Central & Western,22.2807,114.14444,Entire home/apt,6515,3,0,,,1,364,0,
900352697936808576,Strurdy Studio Apartment in Hong Kong,138649185,Sidharth,,Wan Chai,22.27841,114.1836,Entire home/apt,504,30,0,,,135,364,0,
900376518893293500,Apartment near hike trails,516770940,Hoor,,Islands,22.29324128599079,113.95016583334352,Private room,720,15,0,,,2,177,0,
900921448962974702,good  8min to MTR airportexpress,515920323,Alana,,Central & Western,22.283667776865844,114.15206668267588,Private room,281,1,1,2023-08-20,0.04,2,364,0,
901018114153563915,Design studio with huge terrace | Near Central MTR,32434146,Andrey,,Central & Western,22.2829596552689,114.15330547301636,Entire home/apt,882,4,38,2025-09-14,1.38,1,8,17,
901089756743871089,Cozy apartment in North Point,20401047,Fien,,Eastern,22.29049,114.19985,Entire home/apt,680,4,17,2025-03-26,0.62,1,6,5,
901613146489026252,1 bedroom sea-view apartment with rooftop,11414347,Kim,,Central & Western,22.285176619910196,114.14333535099512,Entire home/apt,855,5,10,2025-08-01,0.38,1,124,4,
901761187841917415,[Tai Hang] 10 mins from CWB/Tin Hau MTR,144077534,Jamie,,Wan Chai,22.2784562,114.1912099,Private room,733,3,21,2025-08-24,0.87,1,342,8,
902412939205820897,2 Min To MTR independent Double(Private Bathroom),31113999,Selena,,Yau Tsim Mong,22.314377,114.174512,Private room,262,1,11,2025-09-08,0.54,38,336,8,
902638719281066263,Stylish Apartment in Midlevels,7544814,Winnie,,Central & Western,22.2812731,114.1507863,Entire home/apt,,3,5,2024-04-06,0.18,1,0,0,
902700342138351906,Causeway Bay Cosy Studio B-22,14861546,Tane Residence,,Wan Chai,22.28005092019153,114.18674768906082,Entire home/apt,424,30,1,2023-12-31,0.05,124,339,0,
902710853261326122,Causeway Bay Cosy Studio B-25,14861546,Tane Residence,,Wan Chai,22.28008,114.18545,Entire home/apt,424,25,3,2024-08-15,0.12,124,61,0,
902714707569228712,Causeway Bay Cosy Studio B-26,14861546,Tane Residence,,Wan Chai,22.282109136783763,114.1846762478347,Entire home/apt,424,7,0,,,124,337,0,
902718364945782690,Cosy Causeway Bay Studio 105,14861546,Tane Residence,,Wan Chai,22.27793,114.18244,Entire home/apt,447,12,0,,,124,327,0,
902745780246110067,Clean & cozy rm for 2 pax in Mong kok (Twin Room),31113999,Selena,,Yau Tsim Mong,22.31604,114.16896,Private room,284,1,11,2025-06-05,0.59,38,344,9,
902749293802342212,2 Min To MTR independent Double(Private Bathroom),31113999,Selena,,Yau Tsim Mong,22.31377567731803,114.17349600161639,Private room,299,1,28,2025-03-26,1.34,38,341,9,
902776559451641201,Common Room for Rent,10014120,Ganesh,,Central & Western,22.28655,114.14474,Private room,371,1,0,,,1,265,0,
902783241169145090,設備完善,517327513,Chun Ting,,Yuen Long,22.501104236412036,114.081132289922,Private room,640,1,0,,,1,361,0,
903370947154046326,2 Room with Private Rooftop near MTR,488953485,Neil,,Central & Western,22.2850522,114.1420078,Entire home/apt,968,20,2,2024-02-02,0.09,1,222,0,
903548699878995169,Beautiful private apartment,517527608,Haleema Wadood,,Sai Kung,22.2936102,114.2725783,Entire home/apt,1744,1,18,2025-04-05,0.68,2,175,3,
904180686841854886,"Cozy studio,  walk 1 minutes to TST MTR exit B2",39082521,Venus,,Yau Tsim Mong,22.2991358,114.174027,Private room,,2,44,2024-06-12,1.57,1,0,0,
904290785987325538,Private Queen bedroom with Private toilet @ TST,125068768,Yung Yik,,Yau Tsim Mong,22.30230035536355,114.17537160297785,Private room,475,1,7,2024-12-10,0.25,8,24,1,
904302540067359199,舒適三人房,189530194,Kitty,,Yau Tsim Mong,22.3198502,114.1706419,Private room,529,1,10,2025-01-31,0.49,9,269,6,
904738747739340730,Spacious Apt with Balcony,3960123,John,,Eastern,22.2889110062417,114.20192699640657,Entire home/apt,,5,20,2025-08-15,0.75,1,1,5,
904934361348648460,"N4 Modern Suite with washer, 30 Sec to Jordan MTR",25375849,Nick,,Yau Tsim Mong,22.30442221461511,114.17255374345184,Entire home/apt,353,2,109,2025-09-21,5.12,7,80,58,
905543993627915662,旺角信和中心小型大床房/旺角地铁站E1,24687240,Yang,,Yau Tsim Mong,22.312937442603026,114.17366375620972,Private room,383,1,4,2025-03-16,0.17,29,359,2,
905619612137566907,3Bedroom Homestay @ Mongkok,220854551,Ellen,,Yau Tsim Mong,22.31242,114.16947,Entire home/apt,755,28,11,2025-02-14,0.39,3,275,3,
906030506463881261,Room C - Cozy Sheung Wan!,493088457,Comfy Nomad,,Central & Western,22.28659609009093,114.1480457950471,Private room,481,28,2,2024-06-21,0.12,96,279,0,
906269938756432422,A sanctuary in the heart of the city,130541407,Zohra,,Central & Western,22.27536,114.16633,Entire home/apt,,2,7,2023-08-28,0.26,1,0,0,
906311410277025031,Apartment in Soho Central + private rooftop,393352713,Timothy,,Central & Western,22.28182184298837,114.15160576537524,Entire home/apt,,1,13,2024-10-20,0.48,1,0,1,
906832630334682822,Stylish 1 Bed unit BBQ rooftop,212046193,Charles,,Eastern,22.292652576948516,114.19882950906405,Private room,175,28,6,2025-07-05,0.24,14,260,1,
906844796448465878,The Mandarin Suite,371556898,Tess,,Central & Western,22.28469,114.15225,Entire home/apt,1290,2,24,2025-09-16,1.14,1,290,13,
906949546127514804,S: 百德新街，Welcome 和 Donkie 對面，地鐵旁邊,353326613,Savi,,Wan Chai,22.28191276341699,114.18619933704397,Private room,,28,1,2023-07-18,0.04,79,0,0,
906955115338430132,S: 惠康和 Donkie 對面，地鐵 1 分鐘房源,353326613,Savi,,Wan Chai,22.28163358335765,114.18619051433139,Private room,,28,0,,,79,0,0,
906961072537755912,S: 簡約開陽的單間,353326613,Savi,,Wan Chai,22.282128435335444,114.18451508688594,Private room,,28,0,,,79,0,0,
